token,tsne_2_component_1,tsne_2_component_2,word_count
randpaul,45.7154,53.61271,456
relevant,-2.0383527,56.42052,456
tedlieu,18.47297,50.372696,455
impeachm,67.69692,2.0887988,455
pass,9.030531,54.7128,455
impeachme,3.3419743,59.269733,454
clearly,16.246277,41.870766,454
straight,26.500769,33.869827,453
themselves,41.777607,47.666424,452
conservative,66.48799,17.660587,452
though,-5.0653934,34.61541,451
ag,66.29004,19.060802,451
secret,-11.7069645,49.812378,450
impeachmen,-3.3332233,34.169975,450
sekulow,69.05977,11.6375265,450
january,60.14471,4.1538706,449
broke,11.456791,64.24624,448
paid,55.092716,36.420467,448
speak,42.292137,-20.040033,447
wednesday,58.939083,4.7163177,447
tax,55.444366,37.01827,446
trust,8.270198,50.610966,446
chance,30.996067,67.168015,446
racist,57.74393,32.539852,446
member,69.364044,30.394411,445
quo,60.684837,53.287,445
thedemcoalition,59.101364,-6.3432455,445
join,57.076065,9.562191,444
strong,57.697384,-14.054538,444
takes,5.6571994,36.61612,444
beginning,32.689625,54.85323,444
witch,41.45021,50.829597,443
stock,52.96234,34.290344,443
convict,4.3637624,55.577908,442
women,51.715435,45.205147,442
whatever,28.423817,50.61263,442
colleagues,66.162796,26.809113,439
jrubinblogger,58.49467,-8.559415,439
effort,26.49064,56.050537,439
abc,63.735466,10.47277,439
exposed,57.61064,32.479027,439
blocked,-1.953184,56.594147,439
seriously,44.63699,-9.821434,438
records,58.557922,15.896024,438
worst,51.445263,56.948246,438
doubt,9.5311,41.48548,438
signed,4.442698,59.637917,437
caught,59.848103,26.998428,437
overwhelming,2.314863,39.7255,437
reality,36.780796,33.18094,436
chrismurphyct,59.428543,-8.421252,436
pm,57.523556,9.544978,434
above,11.517895,64.19483,434
ryanafournier,41.34605,56.59657,434
minutes,64.96784,4.139454,433
arguing,21.510433,58.1056,433
leave,9.641473,53.431335,433
together,42.541706,11.111697,433
dc,55.634094,7.0016103,432
released,63.68043,18.863396,432
wonder,9.844638,40.756477,431
nytimes,63.717743,10.587292,430
reporters,70.71461,22.575546,429
johnson,72.43751,17.838444,429
liberal,45.61422,49.182964,427
argue,4.783519,54.245655,425
kyledcheney,60.42921,-0.7979876,425
pathetic,29.564112,48.24861,422
interest,17.884193,51.792713,422
congressman,70.1144,29.23056,422
fuck,31.379557,42.004177,420
executive,21.700779,60.819603,420
push,10.066877,54.824432,417
force,-1.297682,60.688557,417
eve,56.525368,5.3509707,417
joke,37.063656,51.372047,417
guess,30.69317,41.57866,416
washingtonpost,60.315083,-3.6933074,416
free,54.151142,36.152256,415
amazing,28.853724,39.344635,415
sense,27.002098,42.56768,414
w_terrence,40.04167,54.709564,414
step,10.878098,57.328697,413
present,3.8110344,58.21355,413
rbreich,60.442825,-7.8112016,412
policy,17.166132,53.6368,412
prison,60.08427,31.57677,412
scandal,56.645447,23.210857,411
future,18.197271,59.598827,409
paulsperry_,41.88067,56.724083,409
de,19.097208,42.58459,409
sex,57.71931,32.8083,409
along,1.9150487,47.451218,408
longer,9.876103,40.93934,407
gain,30.05473,56.28098,406
stupid,30.592342,42.62687,405
role,15.824108,58.15448,405
traitor,35.297894,42.239513,405
heidinbc,58.130085,-3.9217262,405
repjerrynadler,22.51096,54.50582,404
kill,65.88567,36.92667,404
capitol,56.98415,7.2863774,402
ridiculous,35.59009,51.67772,401
explain,6.673977,52.133347,401
kavanaugh,64.21334,26.39494,401
zelensky,55.07763,0.6536944,401
especially,74.18697,21.480778,400
delay,4.9968157,60.946846,400
danger,18.325903,59.51092,400
haven,5.6426086,48.479267,399
began,48.48132,56.741196,398
pre,3.9349315,47.792957,398
middle,52.54869,38.700512,398
interesting,59.78147,8.789395,398
rand,52.3404,56.358986,398
spend,72.55505,13.127596,397
tweets,55.856762,-14.451155,396
fun,50.577965,10.961361,396
fraud,57.338116,30.73978,396
wrote,60.634605,18.558863,395
room,51.461117,35.013603,394
ho,45.184994,26.377542,394
george,69.978,18.40853,394
maga,31.506351,40.59808,394
page,63.872005,18.937466,394
number,64.19834,5.524538,394
catturd,40.441357,55.172733,393
thinking,5.16965,46.01586,393
lisa,72.629906,26.514843,392
protest,57.32202,5.6125393,392
continues,9.403675,63.551823,391
son,63.13627,30.078468,390
zero,1.1106973,40.927197,390
tedcruz,42.861176,53.957447,390
refusing,-1.2513967,54.536575,389
ok,8.789478,33.99014,388
looking,40.721703,-15.982962,388
tha,4.4046173,38.479797,388
gt,70.13183,17.41496,388
rating,76.764824,21.239742,388
mayawiley,59.12405,-7.1109056,386
probably,7.3599453,45.293518,385
jaketapper,61.0814,-3.7147672,385
editorial,69.694534,16.223063,385
issue,-3.3794975,34.10324,385
pat,69.28423,11.335169,385
burisma,57.598198,22.89086,384
charade,39.24642,52.376278,383
breitbartnews,42.053608,54.359474,383
piece,54.01074,-12.713609,383
putting,13.547832,49.74235,383
rawstory,59.888367,-4.5288434,382
iranian,51.673897,32.241993,382
found,-5.0931296,34.593266,382
htt,7.484113,43.59555,381
destroy,10.472745,53.293663,381
refuse,-4.823361,55.240223,381
points,48.7229,38.7588,381
happy,32.09717,38.739544,381
precedent,11.116604,57.63674,380
judicial,71.4102,2.33035,380
senkamalaharris,1.0495083,61.201485,379
conspiracy,60.28102,33.41724,379
dollars,55.69344,36.868313,379
half,48.212875,21.85281,379
supporters,51.5185,6.715491,378
keeps,-8.473554,55.168457,377
considering,62.847225,9.3328495,376
mog,59.91046,-4.530306,376
deliver,24.527029,67.7899,376
happening,55.59487,5.651259,376
additional,59.544598,45.87139,376
winning,49.048424,39.208183,376
usmca,53.680355,39.681725,375
pr,-15.730943,42.841602,375
eric,60.978794,25.65939,375
unfair,33.428207,56.17376,375
lawrence,54.421055,-8.6246395,375
quickly,6.8631797,54.13844,374
shut,-12.93571,55.638,374
market,52.96986,34.316044,374
major,64.62191,5.101344,373
staff,62.540604,17.769815,373
expect,8.012865,51.291653,373
phony,39.718723,52.06894,373
ny,66.34294,29.505184,372
covering,-15.650728,52.439865,371
housegop,38.127663,54.681614,371
lol,31.18169,41.193928,371
soon,26.32713,51.481018,371
claimed,31.64034,61.5728,370
bring,9.406503,54.166447,369
actual,3.1393595,39.87555,369
hiding,26.637089,38.148968,368
front,55.690514,7.808285,368
across,57.0478,5.6900353,368
group,71.960175,23.762531,367
byronyork,42.062935,55.57054,367
heart,58.57268,49.845695,366
gives,12.857991,58.368793,365
third,34.18144,60.338627,365
respect,60.304935,-15.270023,365
jim,69.56732,32.27718,365
hit,50.74121,3.4895082,364
waiting,6.8213706,48.853466,364
admitted,-2.6082363,42.282986,364
libs,61.97918,45.833195,364
mzhemingway,41.149506,56.00558,364
taken,-5.823008,44.377064,363
ingrahamangle,42.23056,53.436783,363
speaking,44.215466,-20.992376,363
learn,29.616621,66.76388,363
update,56.9815,11.194361,362
jackposobiec,41.474308,56.5004,362
hour,58.182068,3.775829,362
boom,64.653015,8.870283,362
leaders,59.159462,37.924316,362
turned,43.92363,-22.00423,362
plans,6.4043326,59.092957,361
leadership,51.875237,42.761395,361
add,15.660255,55.436695,360
nice,27.900051,39.548744,360
http,41.266808,36.219467,359
proof,31.160109,44.278034,359
meeting,59.348415,37.667366,359
fire,60.438778,35.578156,359
huge,55.874043,6.8613067,359
reports,59.4873,37.69594,359
difficult,-7.0074015,59.502148,358
came,44.136982,-22.678919,358
powerful,19.68287,35.81861,358
atrupar,59.142914,-6.5169353,357
gatewaypundit,42.436527,54.233543,357
prove,7.3678436,46.77856,357
starting,51.798904,5.7189794,357
address,24.58118,67.783585,357
ca,34.2553,31.78291,357
fear,14.882375,47.975304,357
brought,-14.770357,51.67136,356
ass,32.267532,40.85469,356
sh,51.993095,42.93059,356
fo,46.65883,20.555925,355
sorry,31.104998,41.250496,355
obvious,30.461475,50.349792,355
fighting,44.45609,47.372856,355
quite,31.607975,57.970913,354
lrihendry,40.99179,55.415665,354
rush,34.44573,58.19185,354
department,52.2757,50.87689,353
atensnut,40.684525,54.928886,353
kamalaharris,1.0312948,61.200756,353
stuff,51.49929,-18.596712,353
complete,36.720036,45.528877,352
imminent,16.772524,50.240856,352
cheat,17.007364,53.784824,352
radiofreetom,59.072247,-8.836875,352
damn,31.847502,41.518562,351
focus,62.06407,7.986834,351
special,62.215836,19.61359,351
strategy,28.450993,46.82902,350
standing,46.338257,27.743877,350
peace,57.520412,30.033894,350
diamondandsilk,40.4202,57.36902,350
playing,41.37631,45.427406,350
claiming,4.7064466,44.94762,350
gonna,-5.4183364,51.037113,349
close,21.610168,32.824192,349
gaetz,69.333595,34.208435,349
bs,31.19001,44.92216,349
wi,-5.1294727,56.52109,349
late,56.161423,1.5234896,348
nearly,61.724827,4.3399825,348
kevinmkruse,57.96714,-9.329369,347
robreiner,50.062386,-12.37202,347
charge,7.097897,41.207962,347
losing,43.129665,44.892933,347
education,61.966694,45.840946,347
sit,9.526521,54.371353,347
idiot,28.859241,35.507187,346
supposed,-5.1698766,50.09722,346
solemn,35.209457,50.05162,346
mccarthy,72.48975,36.50731,346
required,1.4091405,42.991566,346
ripped,-14.380065,53.006035,346
cruz,75.31646,24.993074,346
roger,60.494072,31.431196,346
begin,5.5852246,55.194344,345
each,30.255539,60.360115,345
nunes,58.127365,18.701355,344
beat,12.754216,55.23038,344
swamp,43.77286,48.156883,344
correct,-4.082378,44.32252,344
later,68.81996,6.0057917,344
regarding,22.382196,53.035187,344
deserve,-2.2298834,53.285606,344
greggjarrett,41.664246,52.883034,344
seat,70.29868,26.599041,343
self,36.299095,43.066196,342
crisis,53.95848,33.769306,342
yovanovitch,61.55203,20.806303,341
transcripts,41.745224,39.82495,340
repeatedly,60.69711,24.642365,340
view,20.238188,59.861763,340
closing,68.86898,8.927696,340
dumb,26.014093,48.046097,339
health,50.153835,33.786903,339
commit,10.105381,56.002884,338
ted,75.317444,25.006762,338
victory,45.677303,43.265633,338
attacks,59.623203,32.95999,337
standard,0.5365231,44.98745,337
florida,61.831364,6.290759,337
rest,15.12577,44.10936,337
judgejeanine,54.488182,11.221188,336
apparently,22.893864,31.936707,336
desperate,44.807514,43.699844,336
realjameswoods,40.805946,54.98711,336
proud,18.930573,48.26711,335
impeachmenteve,56.979538,6.07009,335
moscow,57.480938,54.221363,335
yrs,58.955914,30.696615,333
demands,9.534136,60.82462,333
millions,56.04517,36.094627,333
intel,63.65809,19.31349,333
protests,57.17913,5.6252866,333
works,25.554268,49.479565,332
asap,57.730377,32.519398,332
bondi,68.51726,12.502091,332
text,58.145294,17.18019,331
violated,17.428173,58.98639,331
terrible,42.28676,3.2082932,331
acting,63.109726,-0.40422592,331
coverage,62.987476,10.2267475,331
discuss,57.40877,9.567237,330
itsjefftiedrich,31.834354,39.738964,330
hillaryclinton,43.629433,34.63788,330
results,13.338762,53.645935,330
massive,56.514645,6.289473,330
foxandfriends,70.200714,36.629852,330
yourself,30.308346,40.400764,330
known,-2.2861495,44.963512,329
swear,6.0977683,64.26905,329
hunt,41.46305,50.82098,329
senior,61.812675,16.825413,329
testifying,-3.5538642,57.717922,328
devinnunes,44.008324,41.13067,328
happens,-1.3520334,49.470165,328
chris,62.821823,12.022633,328
doug,71.76441,26.69174,328
statements,64.53979,16.604345,327
interference,16.517336,53.89589,327
theplumlinegs,58.93691,-6.959103,326
black,51.492397,10.445772,326
reporter,70.525635,22.29771,326
prevent,11.61663,57.702175,325
system,18.065994,58.666767,325
couldn,-5.1999345,52.20239,325
month,65.073814,4.0327525,325
lives,51.832897,43.066875,325
michael,62.86717,21.0259,325
hill,61.77759,21.666466,325
pushed,44.46759,41.41573,324
bullshit,46.62536,20.593393,324
somber,35.216496,50.03375,324
removing,20.301443,59.889233,323
tape,57.724586,32.48048,323
truly,33.93792,42.62355,323
cnnpolitics,60.020638,-3.792569,322
waste,44.9668,41.756306,322
vp,63.95095,20.695818,322
retaliation,55.418716,-1.0799116,320
leaked,57.77859,32.430534,320
shame,13.397117,40.72873,320
exact,12.447471,60.32635,319
beyond,5.1290617,35.598583,319
indicted,59.730667,30.24832,319
ha,29.830559,46.57736,318
closed,47.48204,-0.19860636,318
obstructing,25.314936,63.084503,318
swing,74.0506,21.526142,318
friends,19.04106,46.261677,317
deserves,-2.9836175,53.094128,316
boycottutah,60.23548,4.0425563,315
disgrace,42.63887,41.713,315
angrierwhstaff,56.504738,-7.0493,315
children,21.127487,45.274273,315
reading,42.01826,-6.693044,314
amendment,55.736057,44.89737,314
sunday,64.29511,11.1374855,314
jordan,69.56165,32.27933,314
non,12.9933195,46.516827,313
asharangappa_,56.45313,-8.818091,313
problem,9.465419,42.63412,312
conference,58.988197,11.15012,312
admitting,51.621887,-3.1057897,312
ht,41.367424,36.120117,312
elections,16.441603,53.041813,312
rather,-23.629978,41.768986,312
offense,20.599573,64.43062,311
districts,74.05489,22.2886,311
davidcorndc,56.882862,-8.302503,311
pushing,44.191025,45.849712,310
admit,10.182674,47.319344,310
andrew,72.43721,17.889423,310
attacking,52.834503,35.318287,310
killing,51.489414,32.02695,310
direct,2.2378223,39.474953,309
collusion,59.434216,26.654726,309
amid,70.42079,40.635246,309
republic,18.180126,43.930202,309
appears,59.880054,-14.706657,309
different,-21.484858,41.278027,308
mark,68.30519,31.364634,308
integrity,51.481083,46.341633,308
argued,5.417582,41.238388,308
situation,51.510693,35.058643,308
ethics,64.51646,17.06342,307
rgoodlaw,61.108894,-3.9136147,307
document,-1.8144344,46.240543,307
directly,64.13764,16.712023,307
fucking,31.351572,41.977673,306
repeating,50.237064,-9.157646,306
quick,0.598214,58.840622,306
december,60.01304,4.2801347,306
result,28.02958,58.497868,305
cares,50.996357,-16.504368,305
nbcnews,59.94306,0.09756801,304
hands,65.32004,-0.7644148,304
decided,-5.0965595,46.94689,303
saw,-0.72625995,50.720863,303
among,-5.265293,42.14186,303
concerned,49.147182,-17.111322,303
charged,38.54906,42.44123,303
politicians,47.41812,45.96962,302
confirmed,59.81265,19.387617,302
simply,14.997411,60.97757,302
include,0.8267729,55.75071,302
ernst,71.11093,24.926514,302
ambassador,61.55305,20.794329,302
adamparkhomenko,56.84268,-7.8357854,302
minute,60.022423,6.558928,301
disgusting,34.265663,42.80218,300
demanding,-0.6464802,53.869804,300
sounds,56.489864,-14.425241,300
kelly,62.558475,17.312786,299
recuse,72.479355,32.498745,298
showing,7.4676023,43.607597,298
matt,69.313225,34.23358,298
supporting,75.223946,18.48473,297
courts,57.605938,46.642315,296
greatest,34.25208,58.928185,296
prosecutors,58.772858,21.101795,296
primary,48.12126,52.780342,295
waynedupreeshow,40.968807,55.35687,295
switch,65.952515,36.785797,295
except,43.65122,43.258404,295
fairness,34.007244,56.37946,294
loudobbs,43.032158,51.130337,294
meet,47.756065,0.16515839,293
bills,56.982765,52.557743,293
further,28.132397,60.066647,292
allegations,43.41679,6.0993576,292
private,55.26028,25.554903,292
founders,17.915195,59.529446,292
related,57.353065,20.82004,291
repmaxinewaters,52.00982,33.736317,290
becomes,12.898089,58.419556,290
op,67.78008,17.79111,290
business,61.89446,11.253073,290
met,53.04154,13.713474,289
essenviews,59.75272,-4.523828,288
perhaps,-12.030201,44.789394,288
hundreds,57.60313,5.798615,287
rig,55.642334,55.03046,287
seeing,4.7928033,46.430664,287
incredible,51.567215,-3.0321844,287
service,63.498653,28.909582,286
bogus,41.809914,49.75164,286
angry,58.166595,11.009975,286
men,51.701042,45.22497,286
involved,56.687733,23.160572,286
needed,-2.5857818,51.1947,286
position,14.373497,59.725887,286
scheme,56.822304,23.495153,286
friend,62.09387,32.066067,285
ad,59.033882,9.368462,285
bidens,58.809685,24.455137,285
con,11.672918,38.116642,285
becoming,31.65238,57.914177,285
provide,15.62345,58.019142,285
ed,67.78443,17.772718,284
blame,32.8723,44.33319,284
iraq,58.440903,49.72337,284
current,12.58439,39.479206,284
taxpayer,55.77103,36.946453,283
surprised,69.12813,25.418623,283
harris,72.46578,3.6572106,283
russians,57.683285,22.721046,282
cost,11.772136,53.327183,282
theory,40.96366,45.369644,282
professor,37.495834,63.09267,282
stunt,40.061108,52.13302,282
tru,12.572247,31.000008,282
several,66.89571,3.073427,282
candidate,68.598656,27.971828,281
hi,37.329044,20.93122,281
board,69.70685,16.263514,281
virus,56.138527,39.46893,281
notice,27.024906,48.068478,281
door,56.953915,3.2511795,281
spin,66.9157,-8.167673,280
smart,43.44168,42.933876,280
courage,19.982428,47.6155,280
none,31.146843,44.102905,279
attorneys,67.32649,12.876876,279
renato_mariotti,58.535065,-8.265773,279
threatening,-10.291168,37.119164,279
blocking,-1.8094252,56.585915,279
jurors,6.118705,63.51682,279
jay,69.011856,11.681705,278
cut,57.198334,39.082195,278
hide,1.1998425,55.11327,278
matthewamiller,55.92109,-9.150428,278
framers,17.045572,59.99878,278
spoke,49.724667,-15.650986,278
manchin,69.35541,25.688614,277
ex,62.396927,17.648895,277
designed,15.173347,61.292282,277
showed,-16.32023,51.306854,276
ran,55.654842,41.26693,276
teampelosi,3.4265397,39.938347,276
factsmatter,43.417744,39.325672,276
decide,5.1520844,54.270676,276
elisestefanik,38.697044,54.96567,276
turns,43.625057,-22.926107,276
begins,48.296078,34.586746,276
openly,54.296886,-7.382459,276
tired,42.264484,45.296593,275
wa,60.38898,23.022999,274
worried,48.887115,-16.922476,274
propaganda,60.50905,10.136053,274
multiple,58.390285,20.317862,273
nyt,63.933964,14.945349,273
fail,11.235373,54.04559,273
listening,40.41574,-5.7038083,273
reuters,73.03504,19.41077,272
buy,43.861748,48.133213,272
watched,-6.38229,46.273113,272
note,67.37779,-3.8585067,272
behavior,-17.738472,38.582214,271
wife,19.403204,46.403954,271
signing,36.543167,47.941357,271
confirms,62.205032,24.07558,271
citizens,51.702465,43.336765,270
narrative,35.061222,56.004463,270
violate,55.467796,54.93202,270
moving,67.62229,2.1936855,269
fisa,59.392662,26.466438,269
defending,36.644077,42.353653,269
hannity,61.840626,12.227527,269
named,7.1221647,32.747364,269
yo,27.931957,39.149338,269
ap,72.858894,19.328333,269
announces,43.908615,55.711674,269
chamber,60.219128,2.2320068,269
matters,9.673665,32.240997,268
mad,32.894245,41.86715,268
common,42.923985,44.646885,268
sondland,62.448956,22.378695,267
prosecutor,58.291496,25.023655,267
abuses,18.16312,64.580574,267
reporting,63.95853,10.917512,267
dearauntcrabby,59.57299,-6.2892146,267
hurt,12.824355,55.053192,266
accept,13.291148,53.688442,266
etc,59.487244,26.83219,265
upcoming,68.95246,46.35796,265
politvidchannel,62.031292,-9.078174,265
coordination,73.21845,26.653252,265
joenbc,57.071823,-2.6558275,265
housedemocrats,22.675621,54.401733,264
cash,66.68332,23.65691,264
weakest,34.658127,58.191513,264
represent,13.501106,51.36023,264
assault,37.84864,43.274437,264
conway,69.98836,18.411644,263
facing,58.730675,49.56429,263
mulvaney,62.57355,17.139528,263
