token,umap_2_component_1,umap_2_component_2,word_count
testified,-0.3789473,11.927732,503
happened,-2.239821,11.365175,500
subpoenas,-0.473835,11.872164,500
van,-0.6044592,13.268309,500
impea,-2.1780887,10.78133,500
christmas,-1.9123317,12.573498,499
unless,-1.5774126,10.781802,499
weak,-1.9291321,11.922166,499
forward,-1.6752131,11.860538,498
investigations,-0.45464048,11.740027,496
list,-1.1828636,12.633531,496
intelligence,-0.34402418,12.133558,495
withholding,-1.0429605,10.599846,495
others,-1.9336412,11.823738,495
family,-1.38953,11.351882,495
radical,-1.3940512,12.166351,494
ukrainian,-0.35355043,11.641616,494
imp,-1.862596,10.667516,494
refused,-1.1665752,11.110304,493
final,-0.7102077,12.565187,493
believes,-2.0525177,11.21545,493
side,-2.292614,10.816293,490
march,-0.4031753,12.707796,490
fbi,-0.29298198,11.842714,489
liar,-1.4745497,11.77471,489
play,-1.9293953,10.712787,487
god,-1.8796164,11.864356,487
game,-1.59935,11.80659,486
opinion,-2.0707765,10.723759,486
repvaldemings,-1.3452861,11.013386,486
woman,-2.2123826,11.8548355,485
cipollone,-0.56265295,12.434002,485
immediately,-2.0875442,12.305405,485
announced,-0.6625668,12.282243,485
politico,-3.0113432,13.355019,484
trumpwarroom,-1.8245028,13.5207,484
powers,-0.9248775,11.075359,484
judges,-0.72260773,12.200875,483
finally,-3.3268487,9.993317,483
past,-0.25986966,11.668198,483
worth,-2.2711098,12.678473,481
innocent,-2.388499,11.11687,481
pompeo,-0.38191465,12.239094,481
historic,-0.7018704,11.714542,481
sign,-1.1415343,12.095671,480
sanders,-0.5798457,12.752284,479
opening,-0.6397525,12.531116,478
golf,-0.4847582,12.080337,478
al,-0.80571556,13.17346,478
polls,-1.0808796,13.287595,476
given,-2.1921885,11.419401,476
realize,-1.9379274,11.591707,475
district,-0.72989714,12.865748,474
joyannreid,-3.6052842,12.965971,474
johnwdean,-3.6183197,13.011755,473
term,-1.808929,11.554637,472
sick,-1.8158836,11.921701,472
worked,-0.57342046,11.395345,470
willing,-1.6113554,10.304605,469
warren,-0.60365707,12.984337,468
simple,-2.537558,12.171888,468
false,-0.87096727,12.1791115,467
gone,-1.9374695,11.072621,466
saracarterdc,-1.728421,13.3519,465
home,-0.952146,11.7939205,465
worse,-1.4488724,9.072575,465
friday,-0.5558624,12.468462,463
led,-1.3550537,12.4165945,462
juror,-1.242262,11.311607,462
rigged,-2.0933585,12.199409,462
usa,-0.32301974,13.175826,462
thousands,-0.44068494,12.552888,462
review,-0.5120592,12.417688,461
thanks,-1.8783361,11.589959,461
killed,-0.54817206,11.475622,459
gopcoverup,-2.0598924,12.464022,458
message,-1.3221704,11.778067,457
accountable,-2.229279,11.897631,457
randpaul,-1.348529,12.509057,456
relevant,-1.0279504,11.121444,456
tedlieu,-2.7752316,12.076338,455
impeachm,-2.0359428,10.41281,455
pass,-0.97470045,10.572117,455
impeachme,-0.98992515,10.703392,454
clearly,-2.0879078,11.342686,454
straight,-0.8775548,11.389021,453
themselves,-2.4245343,11.377608,452
conservative,-0.57547754,12.618593,452
though,-2.4123883,11.330608,451
ag,-0.3413011,12.252051,451
secret,-1.3561068,11.596427,450
impeachmen,-1.8582371,10.533109,450
sekulow,-0.62530804,12.418042,450
january,-0.56032634,12.451339,449
broke,-1.0524336,11.813115,448
paid,-0.68358207,11.405347,448
speak,-1.0597851,10.078744,447
wednesday,-0.4454393,12.621252,447
tax,-0.61822927,11.437887,446
trust,-1.990903,11.329319,446
chance,-2.0119042,10.610197,446
racist,0.2970351,12.092797,446
member,-0.7451378,13.03276,445
quo,-1.7512578,12.709755,445
thedemcoalition,-3.4623446,13.150311,445
join,-0.8270423,12.483697,444
strong,-1.4445487,11.959629,444
takes,-2.5858698,11.125748,444
beginning,-1.8383209,11.981675,444
witch,-1.4601563,13.029894,443
stock,-0.31543723,11.856831,443
convict,-1.4347575,10.799232,442
women,-0.94758666,11.302766,442
whatever,-1.9345976,11.9151325,442
colleagues,-1.1436409,11.966518,439
jrubinblogger,-3.5887308,12.896975,439
effort,-0.9376024,11.496167,439
abc,-0.72936726,12.7460165,439
exposed,0.18580914,12.070928,439
blocked,-1.1147342,11.080409,439
seriously,-2.2826085,11.464071,438
records,-0.67455536,11.772038,438
worst,-0.6111127,12.024461,438
doubt,-2.0586333,10.931417,438
signed,-0.7957766,11.164127,437
caught,-0.44573376,11.744609,437
overwhelming,-1.8753036,11.463977,437
reality,-2.049134,11.399458,436
chrismurphyct,-3.572178,13.010409,436
pm,-0.54563993,12.6764555,434
above,-1.1228685,11.440438,434
ryanafournier,-2.0793455,13.561127,434
minutes,-0.43913856,11.916773,433
arguing,-0.88846344,12.18453,433
leave,-1.0877728,10.649968,433
together,-2.0752027,11.819133,433
dc,-0.72720504,12.493421,432
released,-0.46558046,12.084048,432
wonder,-2.4671128,11.095185,431
nytimes,-0.85643923,12.604535,430
reporters,-0.6431821,12.990336,429
johnson,-0.95313394,12.895256,429
liberal,-1.3050585,12.44581,427
argue,-1.3777952,11.022441,425
kyledcheney,-0.72452265,12.367702,425
pathetic,-1.9257901,11.847491,422
interest,-1.2725663,10.81656,422
congressman,-0.7127779,13.157551,422
fuck,-1.8668916,12.121382,420
executive,-0.5588504,11.759996,420
push,-1.0704625,10.547658,417
force,-1.395249,10.689978,417
eve,-0.52483433,12.678125,417
joke,-2.134208,12.406257,417
guess,-2.091805,11.667567,416
washingtonpost,-2.5481305,13.317762,416
free,-0.7562937,11.210816,415
amazing,-2.54187,11.991552,415
sense,-2.61951,11.139915,414
w_terrence,-2.049862,13.4359045,414
step,-1.8962178,10.557416,413
present,-1.1365354,10.917978,413
rbreich,-3.5068839,12.970306,412
policy,-0.707294,11.125704,412
prison,0.0072341505,12.286625,412
scandal,-0.39791107,11.550306,411
future,-1.2955686,10.882926,409
paulsperry_,-2.127431,13.568491,409
de,-1.9747151,10.692359,409
sex,0.18003175,12.058617,409
along,-2.3162775,11.757362,408
longer,-2.426623,10.957028,407
gain,-1.1384602,11.024477,406
stupid,-2.066319,11.93093,405
role,-1.2982897,11.410173,405
traitor,-1.529665,11.797442,405
heidinbc,-3.397742,13.074257,405
repjerrynadler,-1.7923285,12.607589,404
kill,-1.0345076,12.770527,404
capitol,-0.54466766,12.618479,402
ridiculous,-2.3237343,12.222732,401
explain,-1.8812493,11.26444,401
kavanaugh,-1.4269264,12.20543,401
zelensky,-0.5251196,11.648597,401
especially,-1.2534261,13.166606,400
delay,-1.016827,10.667917,400
danger,-1.2563666,10.941566,400
haven,-2.4243484,11.439888,399
began,-0.72221285,12.993662,398
pre,-1.8610164,10.839969,398
middle,-0.5663173,11.600272,398
interesting,-0.96051294,12.52125,398
rand,-0.31349185,12.055225,398
spend,-0.87873447,11.9538555,397
tweets,-1.6542118,11.604836,396
fun,-2.1758192,11.387324,396
fraud,-0.27020407,11.9319935,396
wrote,-0.5902461,12.157751,395
room,-0.77042854,11.386101,394
ho,-2.3828115,13.109909,394
george,-0.3071147,13.102667,394
maga,-1.7727945,12.323906,394
page,-0.43128932,12.080932,394
number,-0.4190494,12.062142,394
catturd,-1.9854938,13.544511,393
thinking,-2.354301,11.5499935,393
lisa,-0.62091947,13.232718,392
protest,-0.37132573,12.698245,392
continues,-1.3887886,11.131737,391
son,-0.19551235,12.274887,390
zero,-2.7699265,10.97791,390
tedcruz,-1.629828,13.25026,390
refusing,-1.6662258,10.644371,389
ok,-2.5124984,11.522995,388
looking,-1.4528024,10.43689,388
tha,-2.720762,11.709368,388
gt,-1.0310339,13.376546,388
rating,-0.7895573,12.143381,388
mayawiley,-3.4504461,13.138943,386
probably,-2.1642272,11.53778,385
jaketapper,-2.775916,13.3413105,385
editorial,-0.2585278,13.193918,385
issue,-2.2582943,10.69048,385
pat,-0.5056205,12.420295,385
burisma,-0.27571827,11.687769,384
charade,-1.7795057,13.042646,383
breitbartnews,-1.7241096,13.466328,383
piece,-1.7149386,12.19788,383
putting,-1.311883,10.476081,383
rawstory,-3.1774132,13.283072,382
iranian,-0.41504228,11.59085,382
found,-2.4521043,10.11168,382
htt,-2.3855634,11.915418,381
destroy,-1.1501647,10.769035,381
refuse,-2.341606,10.67258,381
points,-0.7391608,12.678425,381
happy,-1.9608788,12.3133955,381
precedent,-1.7381607,11.259629,380
judicial,-1.1531277,12.630936,380
senkamalaharris,-3.211957,12.826647,379
conspiracy,-0.48095435,12.415044,379
dollars,-0.63762236,11.474233,379
half,-2.1730804,11.678,379
supporters,-1.0187865,12.231948,378
keeps,-1.3333877,10.38483,377
considering,-1.3286316,12.356363,376
mog,-3.1780894,13.331854,376
deliver,-0.91723365,10.918894,376
happening,-0.69611365,12.667121,376
additional,-0.7010618,11.87967,376
winning,-1.5710118,12.483642,376
usmca,-0.5855336,11.5219555,375
pr,-2.647641,10.503098,375
eric,-0.3289984,12.121282,375
unfair,-2.0150418,12.1188135,375
lawrence,-3.573292,12.733,375
quickly,-1.7066693,10.925915,374
shut,-0.9206161,9.973024,374
market,-0.42699048,11.859812,374
major,-0.4200196,11.934455,373
staff,-0.43181434,12.258046,373
expect,-1.9441764,10.934873,373
phony,-1.5962476,12.906156,373
ny,-0.5934149,13.13973,372
covering,-0.78178215,9.70024,371
housegop,-1.8796666,13.114048,371
lol,-1.7635888,12.5577,371
soon,-2.1568718,11.848463,371
claimed,-1.4396679,12.105581,370
bring,-1.0461136,10.363678,369
actual,-2.3193786,11.108809,369
hiding,-1.7192571,12.441514,368
front,-0.8583112,12.534786,368
across,-0.37571913,12.708735,368
group,-0.62630814,13.007609,367
byronyork,-1.926492,13.403594,367
heart,-0.58867705,11.893945,366
gives,-1.3529266,10.809821,365
third,-1.6600215,12.356785,365
respect,-2.1686823,11.807561,365
jim,-0.52334636,13.032243,365
hit,-0.8296648,11.206888,364
waiting,-2.294382,11.369171,364
admitted,-2.2379162,11.976327,364
libs,-1.9126178,12.55215,364
mzhemingway,-2.0549588,13.515434,364
taken,-1.4478804,10.914603,363
ingrahamangle,-1.5934789,13.274296,363
speaking,-1.1777916,10.384128,363
learn,-1.3966237,10.990916,363
update,-1.1048609,13.03585,362
jackposobiec,-2.113562,13.529542,362
hour,-0.8569311,12.269567,362
boom,-1.3284141,13.1172905,362
leaders,-1.0988803,11.090752,362
turned,-1.0732248,10.267084,362
plans,-1.3407851,11.817134,361
leadership,-0.93998146,11.161505,361
add,-2.3044736,11.019591,360
nice,-2.0835977,12.070678,360
http,-2.0667574,12.92028,359
proof,-2.3221605,12.256684,359
meeting,-0.41568968,11.81741,359
fire,-0.5798139,11.741825,359
huge,-0.84805125,12.288183,359
reports,-0.42025137,11.897687,359
difficult,-2.3511748,12.301346,358
came,-1.01571,10.244791,358
powerful,-2.0543005,11.901789,358
atrupar,-3.5370595,13.010035,357
gatewaypundit,-1.7253792,13.548074,357
prove,-1.603247,10.716333,357
starting,-1.6424829,12.465523,357
address,-1.1851264,12.02755,357
ca,-1.8519001,13.049896,357
fear,-2.0586,10.401539,357
brought,-0.8495024,9.70988,356
ass,-1.7740527,11.85557,356
sh,-1.2883061,10.799279,356
fo,-2.4041119,12.668612,355
sorry,-1.9600061,12.108564,355
obvious,-2.6115944,12.016302,355
fighting,-1.151533,11.4793215,355
quite,-2.1732147,12.202459,354
lrihendry,-2.0175438,13.566696,354
rush,-2.118871,11.815357,354
department,-0.79244655,11.911456,353
atensnut,-1.9946858,13.54657,353
kamalaharris,-3.4619632,12.898953,353
stuff,-2.1817107,11.294261,353
complete,-2.0031726,12.320316,352
imminent,-1.0310831,11.112101,352
cheat,-0.803648,10.856264,352
radiofreetom,-3.6064112,12.988122,352
damn,-1.8641131,11.930344,351
focus,-2.1421409,11.829779,351
special,-0.45423275,12.203219,351
strategy,-1.8775939,11.128604,350
standing,-0.8699813,9.77241,350
peace,-0.2719916,11.771224,350
diamondandsilk,-2.2786577,13.401707,350
playing,-1.7951258,12.2242985,350
claiming,-1.3439616,11.47992,350
gonna,-1.587869,10.321441,349
close,-0.9894162,11.8896475,349
gaetz,-0.6067717,13.150208,349
bs,-2.030702,11.99558,349
wi,-2.7858012,12.295654,349
late,-1.9842557,11.100218,348
nearly,-0.8325455,11.345259,348
kevinmkruse,-3.5928943,12.945372,347
robreiner,-3.2720673,12.930108,347
charge,-1.6104151,10.810616,347
losing,-1.9394376,11.329279,347
education,-1.9476922,12.574254,347
sit,-1.0765548,10.302048,347
idiot,-1.9226878,11.771593,346
supposed,-1.6177064,10.307866,346
solemn,-1.5114908,11.988188,346
mccarthy,-0.9143892,12.907314,346
required,-2.1223083,10.732237,346
ripped,-0.7798537,10.091828,346
cruz,-0.98803747,13.05541,346
roger,-0.045159776,12.358864,346
begin,-1.6135198,10.937944,345
each,-1.6601483,12.01171,345
nunes,-0.36000794,12.031247,344
beat,-1.285245,11.192019,344
swamp,-1.628156,12.8627825,344
correct,-2.1273155,11.20052,344
later,-0.3103521,12.004161,344
regarding,-2.384198,12.053954,344
deserve,-2.1262522,11.970418,344
greggjarrett,-1.7448033,13.394487,344
seat,-0.88300306,12.851404,343
self,-1.3104339,11.568706,342
crisis,-0.77765083,11.276769,342
yovanovitch,-0.27219483,11.955372,341
transcripts,-1.7573615,12.777651,340
repeatedly,-0.56985664,11.936852,340
view,-1.1039985,11.230013,340
closing,-0.55852413,12.566757,340
dumb,-2.0825434,11.719918,339
health,-0.81784403,11.342731,339
commit,-0.8325994,11.1873665,338
ted,-1.0436463,13.094731,338
victory,-1.2048811,12.018838,338
attacks,-0.38779286,12.223973,337
standard,-2.4330714,10.963746,337
florida,-0.5709743,12.329895,337
rest,-2.1863432,10.881765,337
judgejeanine,-1.3834127,12.898853,336
apparently,-2.4483948,11.7253275,336
desperate,-1.8839667,12.306295,336
realjameswoods,-1.9786233,13.510113,336
proud,-2.0088553,11.21872,335
impeachmenteve,-0.38432434,12.744109,335
moscow,-1.4129323,12.603559,335
yrs,0.023863563,12.151077,333
demands,-1.585006,12.665092,333
millions,-0.8084146,11.455178,333
intel,-0.41805103,12.112225,333
protests,-0.34135184,12.726674,333
works,-2.2647486,11.477951,332
asap,0.30463058,12.087229,332
bondi,-0.48400036,12.13812,332
text,-0.26928434,12.025284,331
violated,-1.0654733,11.272781,331
terrible,-1.9972084,11.445061,331
acting,-2.0946443,12.075626,331
coverage,-0.75678074,12.596919,331
discuss,-0.6543102,12.644369,330
itsjefftiedrich,-2.5309787,12.339044,330
hillaryclinton,-1.9466578,11.913921,330
results,-1.4380306,11.185372,330
massive,-0.49346623,12.615722,330
foxandfriends,-1.2357936,12.557214,330
yourself,-1.8613358,12.003254,330
known,-2.1202073,10.972183,329
swear,-1.4694512,11.501964,329
hunt,-1.406935,13.020482,329
senior,-0.49307805,12.361169,329
testifying,-0.8028588,11.428111,328
devinnunes,-1.4623208,13.115417,328
happens,-2.469615,11.418615,328
chris,-0.8375179,12.900675,328
doug,-0.5051575,13.319204,328
statements,-0.9693015,11.774848,327
interference,-0.88477755,10.989703,327
theplumlinegs,-3.4749796,13.108863,326
black,-1.0664585,12.428938,326
reporter,-0.5856558,12.967723,326
prevent,-1.0841186,10.974058,325
system,-0.9760065,10.909925,325
couldn,-1.5852035,10.227421,325
month,-0.38368204,11.89214,325
lives,-0.8447512,11.037386,325
michael,-0.17809588,12.206686,325
hill,-0.4007374,12.161912,325
pushed,-1.5520854,13.021972,324
bullshit,-2.526983,12.082535,324
somber,-1.5542403,12.172793,324
removing,-1.0650624,11.7842655,323
tape,0.2677146,12.060405,323
truly,-2.2501202,11.627665,323
cnnpolitics,-3.0248315,13.318476,322
waste,-0.9235839,11.537058,322
vp,-0.42242312,12.303549,322
retaliation,-0.59565145,11.966704,320
leaked,0.2871644,12.089887,320
shame,-2.4929626,10.992554,320
exact,-1.6887358,11.766027,319
beyond,-2.4677377,12.1353245,319
indicted,-0.39224795,11.845436,319
ha,-1.81565,11.322574,318
closed,-1.6310219,11.5061865,318
obstructing,-0.797429,11.489968,318
swing,-0.9080985,13.250083,318
friends,-1.4936312,11.266374,317
deserves,-2.2926846,12.111667,316
boycottutah,-0.5455292,12.720624,315
disgrace,-1.822875,12.04227,315
angrierwhstaff,-3.5255203,12.880293,315
children,-1.4436954,11.068837,315
reading,-1.6983715,12.212253,314
amendment,-1.0586036,12.372615,314
sunday,-0.6978856,12.654095,314
jordan,-0.5290864,13.106546,314
non,-2.057342,11.18354,313
asharangappa_,-3.5463278,12.757512,313
problem,-1.8075553,11.163058,312
conference,-0.64606273,12.508238,312
admitting,-2.0433812,12.321924,312
ht,-1.795746,13.094094,312
elections,-0.9042498,10.8502445,312
rather,-1.4760907,9.036395,312
offense,-0.83316976,11.135469,311
districts,-0.91528666,13.099252,311
davidcorndc,-3.6436787,12.951774,311
pushing,-1.5132402,12.43285,310
admit,-2.167864,10.343424,310
andrew,-1.0515,12.876249,310
attacking,-0.87696296,11.629993,310
killing,-0.7189408,11.447989,310
direct,-1.8569465,11.597652,309
collusion,-0.40171033,11.737489,309
amid,-0.3510406,13.668452,309
republic,-1.4181737,10.444497,309
appears,-2.679494,12.047939,309
different,-1.6436727,10.556135,308
mark,-0.66903603,12.981134,308
integrity,-1.2465798,11.296927,308
argued,-1.7847596,10.640816,308
situation,-0.7748058,11.297079,308
ethics,-0.50730187,12.148534,307
rgoodlaw,-2.9800627,13.3297615,307
document,-1.5727638,11.480361,307
directly,-0.64601076,12.234454,307
fucking,-2.044193,12.191728,306
repeating,-1.4558164,11.971709,306
quick,-2.5207884,12.363483,306
december,-0.52812445,12.497222,306
result,-1.9370204,11.757105,305
cares,-1.8942785,11.289577,305
nbcnews,-1.2317798,12.910468,304
hands,-1.1541914,11.1612625,304
decided,-2.2095125,10.292981,303
saw,-1.9945133,10.975479,303
among,-1.8000199,12.067521,303
concerned,-1.9360933,10.943622,303
charged,-1.1093593,11.472742,303
politicians,-1.1450192,11.8487,302
confirmed,-0.6618512,12.182776,302
simply,-1.9520618,10.433742,302
include,-0.82219213,11.445947,302
ernst,-0.671659,13.11777,302
ambassador,-0.27888522,11.976535,302
adamparkhomenko,-3.5398319,12.958783,302
minute,-0.8586273,12.3343525,301
disgusting,-2.023547,12.467559,300
demanding,-1.5450913,12.355947,300
sounds,-1.6363752,12.164365,300
kelly,-0.42929986,12.276591,299
recuse,-0.81924003,13.082109,298
showing,-2.6488934,12.022129,298
matt,-0.58814955,13.100068,298
supporting,-1.1627536,12.752842,297
courts,-0.6464787,11.94853,296
greatest,-1.6049322,12.27035,296
prosecutors,-0.5375789,11.94831,296
primary,-0.87792957,12.874216,295
waynedupreeshow,-1.9999515,13.53283,295
switch,-0.95368874,12.978372,295
except,-2.0374098,12.368439,295
fairness,-2.04767,12.200176,294
loudobbs,-1.4646921,12.253929,294
meet,-1.250482,11.715716,293
bills,-1.6563143,11.837632,293
further,-1.640538,11.396662,292
allegations,-1.5811175,11.774411,292
private,-0.5406434,11.933011,292
founders,-1.1005931,10.928715,292
related,-0.4871348,11.740347,291
repmaxinewaters,-2.4446092,12.666943,290
becomes,-1.5675372,10.883592,290
op,-0.8481235,12.927526,290
business,-0.91365135,12.77583,290
met,-1.2462095,12.017425,289
essenviews,-3.2171004,13.229424,288
perhaps,-2.3238137,11.196861,288
hundreds,-0.25409165,12.526677,287
rig,-1.6757534,13.041107,287
seeing,-2.0508978,11.603014,287
incredible,-1.9123672,12.449294,287
service,-0.059649654,12.555047,286
bogus,-1.6376019,12.927393,286
angry,-0.7053669,12.764167,286
men,-0.989228,11.252892,286
involved,-0.4222881,11.519505,286
needed,-1.6460068,10.493321,286
position,-1.4279817,11.223093,286
scheme,-0.45132262,11.508822,286
friend,-0.9314882,11.7111025,285
ad,-0.7581954,12.832836,285
bidens,-0.6510981,11.784246,285
con,-1.2148153,11.266728,285
becoming,-2.344765,12.640169,285
provide,-1.2790532,11.005112,285
ed,-0.80296326,12.976407,284
blame,-1.964879,11.431604,284
iraq,-0.5504975,11.438095,284
current,-1.994759,11.029772,284
taxpayer,-0.6266257,11.532907,283
surprised,-1.5331733,12.485619,283
harris,-0.7525231,12.912567,283
russians,-0.3290218,11.704946,282
cost,-1.2503947,10.756058,282
theory,-0.47829852,12.091633,282
professor,-0.88570607,12.514108,282
stunt,-1.5352529,13.204228,282
tru,-2.1829128,10.829654,282
several,-0.5003851,12.039909,282
candidate,-0.7532149,13.026683,281
hi,-2.6257212,12.510501,281
board,-0.27955708,13.223232,281
virus,-0.3807447,11.495386,281
notice,-2.1574204,11.467509,281
door,-0.8476097,12.142527,281
spin,-1.3438038,11.149496,280
smart,-1.7800486,12.626908,280
courage,-1.5679814,11.560473,280
none,-2.0524824,11.1371155,279
attorneys,-0.75095785,12.372684,279
renato_mariotti,-3.615921,13.009192,279
threatening,-2.166779,10.5952425,279
